Question,Label
Perform an iperf test in topo1 and observe the GPU utilization for client2.,"Monitoring, Script Runner"
Start a Docker build on switch2 and monitor its disk utilization.,"Monitoring, Script Runner"
Start a script to configure BGP on vm2 and monitor its GPU utilization.,"Monitoring, Script Runner"
"Start a containerlab deploy between host2 and spine1, then monitor the disk utilization on host2.","Monitoring, Script Runner"
Run a a traceroute to stress server1 and vm1 and record their network latency values.,"Monitoring, Script Runner"
Deploy a traceroute on tor1 and report the resulting connection status.,"Monitoring, Script Runner"
Execute a containerlab deploy and then collect the packet loss metrics from switch2.,"Monitoring, Script Runner"
"Run an update script between client1 and switch2, then monitor the disk utilization on client1.","Monitoring, Script Runner"
"Stop a script to configure BGP between tor1 and router1, then monitor the network latency on tor1.","Monitoring, Script Runner"
Restart an iperf test on router2 and report the resulting connection status.,"Monitoring, Script Runner"
Perform a containerlab deploy in network-demo and observe the packet loss for router2.,"Monitoring, Script Runner"
"Reload an iperf test between core1 and tor2, then monitor the jitter on core1.","Monitoring, Script Runner"
"Stop a Docker build between host2 and client2, then monitor the CPU usage on host2.","Monitoring, Script Runner"
"Restart an update script between router1 and switch1, then monitor the connection status on router1.","Monitoring, Script Runner"
Perform a script to configure BGP in datacenter-lab and observe the CPU usage for server1.,"Monitoring, Script Runner"
Perform a Docker build in mgmt-lab and observe the throughput for router1.,"Monitoring, Script Runner"
Start a script to configure BGP on server1 and monitor its throughput.,"Monitoring, Script Runner"
"Start an iperf test between router2 and router1, then monitor the disk utilization on router2.","Monitoring, Script Runner"
Run a a Bash script to create a VLAN to stress client2 and vm1 and record their memory consumption values.,"Monitoring, Script Runner"
"Execute a containerlab destroy between router3 and host1, then monitor the jitter on router3.","Monitoring, Script Runner"
Perform a containerlab destroy in lab1 and observe the network latency for spine1.,"Monitoring, Script Runner"
Run a a traceroute to stress edge1 and client1 and record their connection status values.,"Monitoring, Script Runner"
Execute a ping test and then collect the bandwidth metrics from client2.,"Monitoring, Script Runner"
Execute an iperf test and then collect the packet loss metrics from router2.,"Monitoring, Script Runner"
"Restart an update script between firewall1 and router2, then monitor the temperature on firewall1.","Monitoring, Script Runner"
Run a a script to add a link to stress client1 and router1 and record their temperature values.,"Monitoring, Script Runner"
Perform a script to configure BGP in fullmesh and observe the temperature for router1.,"Monitoring, Script Runner"
"Launch an iperf test between firewall1 and switch1, then monitor the GPU utilization on firewall1.","Monitoring, Script Runner"
Execute a containerlab deploy and then collect the GPU utilization metrics from vm1.,"Monitoring, Script Runner"
Start a Docker build on host1 and report the resulting disk utilization.,"Monitoring, Script Runner"
Start a script to configure BGP on host1 and monitor its jitter.,"Monitoring, Script Runner"
"Restart a script to configure BGP between client2 and core1, then monitor the temperature on client2.","Monitoring, Script Runner"
Run a a containerlab deploy to stress client2 and server2 and record their packet loss values.,"Monitoring, Script Runner"
Start an update script on switch1 and monitor its packet loss.,"Monitoring, Script Runner"
Start an update script on host2 and monitor its memory consumption.,"Monitoring, Script Runner"
Run a a Bash script to create a VLAN to stress edge1 and host1 and record their GPU utilization values.,"Monitoring, Script Runner"
Start a containerlab destroy on client1 and monitor its network latency.,"Monitoring, Script Runner"
Launch an update script on spine1 and report the resulting bandwidth.,"Monitoring, Script Runner"
Execute an update script and then collect the bandwidth metrics from vm1.,"Monitoring, Script Runner"
Perform an iperf test in bgp-lab and observe the jitter for host2.,"Monitoring, Script Runner"
Run a a traceroute to stress host2 and firewall1 and record their memory consumption values.,"Monitoring, Script Runner"
Run a containerlab destroy on tor2 and report the resulting bandwidth.,"Monitoring, Script Runner"
Start an iperf test on vm1 and monitor its disk utilization.,"Monitoring, Script Runner"
Execute an update script and then collect the throughput metrics from vm1.,"Monitoring, Script Runner"
Perform a Bash script to create a VLAN in lab2 and observe the CPU usage for vm1.,"Monitoring, Script Runner"
Execute a ping test and then collect the memory consumption metrics from leaf1.,"Monitoring, Script Runner"
Deploy a containerlab deploy on core1 and report the resulting throughput.,"Monitoring, Script Runner"
Run a a containerlab deploy to stress server1 and vm1 and record their packet loss values.,"Monitoring, Script Runner"
Execute an iperf test and then collect the bandwidth metrics from server1.,"Monitoring, Script Runner"
Stop a script to add a link on switch2 and report the resulting connection status.,"Monitoring, Script Runner"
Reload an iperf test on spine1 and report the resulting jitter.,"Monitoring, Script Runner"
Launch a traceroute on server1 and report the resulting throughput.,"Monitoring, Script Runner"
Execute a containerlab destroy and then collect the throughput metrics from host1.,"Monitoring, Script Runner"
Start a containerlab deploy on server2 and monitor its CPU usage.,"Monitoring, Script Runner"
"Remove a script to add a link between tor1 and server2, then monitor the jitter on tor1.","Monitoring, Script Runner"
Run a Bash script to create a VLAN on switch2 and report the resulting network latency.,"Monitoring, Script Runner"
Execute a Docker build and then collect the interface error rates metrics from vm2.,"Monitoring, Script Runner"
Run a ping test on spine1 and report the resulting interface error rates.,"Monitoring, Script Runner"
Start a script to configure BGP on tor2 and monitor its interface error rates.,"Monitoring, Script Runner"
Perform a ping test in star-topo and observe the bandwidth for switch2.,"Monitoring, Script Runner"
Destroy a ping test on server2 and report the resulting GPU utilization.,"Monitoring, Script Runner"
"Remove a containerlab deploy between host1 and switch2, then monitor the bandwidth on host1.","Monitoring, Script Runner"
Execute an update script and then collect the memory consumption metrics from switch1.,"Monitoring, Script Runner"
Execute a ping test on vm2 and report the resulting temperature.,"Monitoring, Script Runner"
Start a traceroute on vm2 and monitor its disk utilization.,"Monitoring, Script Runner"
Execute an update script and then collect the throughput metrics from server1.,"Monitoring, Script Runner"
"Destroy a Bash script to create a VLAN between leaf1 and client1, then monitor the bandwidth on leaf1.","Monitoring, Script Runner"
Start a containerlab destroy on edge1 and monitor its network latency.,"Monitoring, Script Runner"
Destroy an update script on router3 and report the resulting interface error rates.,"Monitoring, Script Runner"
Start a ping test on server2 and monitor its jitter.,"Monitoring, Script Runner"
Run a a Docker build to stress tor1 and leaf1 and record their GPU utilization values.,"Monitoring, Script Runner"
"Destroy a containerlab destroy between tor1 and client1, then monitor the CPU usage on tor1.","Monitoring, Script Runner"
Run a an update script to stress router1 and leaf1 and record their jitter values.,"Monitoring, Script Runner"
Execute a containerlab destroy and then collect the throughput metrics from switch2.,"Monitoring, Script Runner"
Start a traceroute on switch2 and monitor its GPU utilization.,"Monitoring, Script Runner"
Run a an update script to stress client1 and router2 and record their disk utilization values.,"Monitoring, Script Runner"
Perform a Docker build in leafspine and observe the packet loss for router2.,"Monitoring, Script Runner"
"Start a ping test between server1 and router3, then monitor the network latency on server1.","Monitoring, Script Runner"
"Launch a Bash script to create a VLAN between leaf1 and router3, then monitor the packet loss on leaf1.","Monitoring, Script Runner"
Start an iperf test on tor1 and monitor its throughput.,"Monitoring, Script Runner"
Run a a Bash script to create a VLAN to stress vm2 and edge1 and record their CPU usage values.,"Monitoring, Script Runner"
Start a ping test on client2 and monitor its CPU usage.,"Monitoring, Script Runner"
Perform a containerlab deploy in mgmt-lab and observe the jitter for spine1.,"Monitoring, Script Runner"
Start a script to add a link on router3 and monitor its bandwidth.,"Monitoring, Script Runner"
Execute a traceroute and then collect the connection status metrics from tor1.,"Monitoring, Script Runner"
Remove a containerlab deploy on leaf1 and report the resulting interface error rates.,"Monitoring, Script Runner"
Execute an iperf test on client1 and report the resulting interface error rates.,"Monitoring, Script Runner"
Restart a script to add a link on host2 and report the resulting interface error rates.,"Monitoring, Script Runner"
Perform a Bash script to create a VLAN in testlab and observe the interface error rates for host1.,"Monitoring, Script Runner"
"Destroy a ping test between firewall1 and core1, then monitor the packet loss on firewall1.","Monitoring, Script Runner"
Execute a containerlab destroy and then collect the temperature metrics from server1.,"Monitoring, Script Runner"
Start a ping test on vm1 and report the resulting interface error rates.,"Monitoring, Script Runner"
Execute a containerlab destroy and then collect the network latency metrics from tor2.,"Monitoring, Script Runner"
Start a script to add a link on host2 and monitor its jitter.,"Monitoring, Script Runner"
"Destroy a Bash script to create a VLAN between server1 and firewall1, then monitor the interface error rates on server1.","Monitoring, Script Runner"
"Restart a Docker build between client1 and switch1, then monitor the bandwidth on client1.","Monitoring, Script Runner"
Execute a script to configure BGP and then collect the throughput metrics from switch1.,"Monitoring, Script Runner"
Run a a containerlab destroy to stress host2 and firewall1 and record their packet loss values.,"Monitoring, Script Runner"
"Remove a containerlab deploy between router3 and vm1, then monitor the interface error rates on router3.","Monitoring, Script Runner"
Execute a ping test and then collect the bandwidth metrics from switch2.,"Monitoring, Script Runner"
Start a traceroute on server1 and monitor its CPU usage.,"Monitoring, Script Runner"
Perform a ping test in ring-topology and observe the network latency for host1.,"Monitoring, Script Runner"
Run a a script to configure BGP to stress vm1 and switch2 and record their throughput values.,"Monitoring, Script Runner"
Execute a Docker build and then collect the bandwidth metrics from leaf1.,"Monitoring, Script Runner"
Start a containerlab destroy on tor2 and monitor its throughput.,"Monitoring, Script Runner"
Start a containerlab deploy on edge1 and monitor its throughput.,"Monitoring, Script Runner"
Perform a Docker build in leafspine and observe the packet loss for vm1.,"Monitoring, Script Runner"
"Stop an iperf test between server2 and tor1, then monitor the disk utilization on server2.","Monitoring, Script Runner"
Deploy a script to add a link on switch2 and report the resulting temperature.,"Monitoring, Script Runner"
Stop an iperf test on router3 and report the resulting jitter.,"Monitoring, Script Runner"
Start an iperf test on client1 and monitor its memory consumption.,"Monitoring, Script Runner"
Perform a script to add a link in datacenter-lab and observe the packet loss for vm1.,"Monitoring, Script Runner"
"Execute an update script between server1 and vm2, then monitor the CPU usage on server1.","Monitoring, Script Runner"
Perform a script to configure BGP in ring-topology and observe the bandwidth for router3.,"Monitoring, Script Runner"
"Launch an iperf test between tor1 and switch1, then monitor the throughput on tor1.","Monitoring, Script Runner"
Stop a traceroute on switch1 and report the resulting network latency.,"Monitoring, Script Runner"
"Deploy a Bash script to create a VLAN between edge1 and spine1, then monitor the network latency on edge1.","Monitoring, Script Runner"
Run a a Docker build to stress leaf1 and host2 and record their CPU usage values.,"Monitoring, Script Runner"
Start a traceroute on host1 and monitor its connection status.,"Monitoring, Script Runner"
Execute a script to add a link on client2 and report the resulting disk utilization.,"Monitoring, Script Runner"
Destroy a traceroute on client2 and report the resulting jitter.,"Monitoring, Script Runner"
Start a Docker build on firewall1 and monitor its bandwidth.,"Monitoring, Script Runner"
"Execute a script to configure BGP between firewall1 and server2, then monitor the connection status on firewall1.","Monitoring, Script Runner"
Execute a containerlab deploy and then collect the interface error rates metrics from tor1.,"Monitoring, Script Runner"
Execute a containerlab deploy and then collect the packet loss metrics from client1.,"Monitoring, Script Runner"
Remove an update script on client2 and report the resulting memory consumption.,"Monitoring, Script Runner"
"Launch a script to add a link between leaf1 and client1, then monitor the throughput on leaf1.","Monitoring, Script Runner"
"Start a containerlab deploy between spine1 and host2, then monitor the disk utilization on spine1.","Monitoring, Script Runner"
"Stop a Bash script to create a VLAN between spine1 and server2, then monitor the temperature on spine1.","Monitoring, Script Runner"
Perform an iperf test in ospf-lab and observe the interface error rates for switch1.,"Monitoring, Script Runner"
Execute a script to add a link and then collect the connection status metrics from switch1.,"Monitoring, Script Runner"
Execute an iperf test and then collect the connection status metrics from server2.,"Monitoring, Script Runner"
"Remove a ping test between spine1 and router3, then monitor the memory consumption on spine1.","Monitoring, Script Runner"
"Restart a containerlab deploy between host2 and vm2, then monitor the network latency on host2.","Monitoring, Script Runner"
Run a an update script to stress core1 and leaf1 and record their disk utilization values.,"Monitoring, Script Runner"
Start a script to add a link on core1 and monitor its connection status.,"Monitoring, Script Runner"
Run a a traceroute to stress router3 and router2 and record their bandwidth values.,"Monitoring, Script Runner"
Perform an update script in cluster1 and observe the CPU usage for router3.,"Monitoring, Script Runner"
Run a Bash script to create a VLAN on tor2 and report the resulting network latency.,"Monitoring, Script Runner"
"Launch a containerlab deploy between firewall1 and server2, then monitor the packet loss on firewall1.","Monitoring, Script Runner"
Execute a Docker build and then collect the connection status metrics from edge1.,"Monitoring, Script Runner"
Deploy an update script on vm2 and report the resulting throughput.,"Monitoring, Script Runner"
Perform a script to configure BGP in datacenter-lab and observe the CPU usage for switch2.,"Monitoring, Script Runner"
Perform a Bash script to create a VLAN in cxl-lab and observe the CPU usage for server2.,"Monitoring, Script Runner"
Perform a script to add a link in ospf-lab and observe the network latency for tor1.,"Monitoring, Script Runner"
Execute an update script and then collect the network latency metrics from router2.,"Monitoring, Script Runner"
Run a a containerlab destroy to stress host1 and core1 and record their interface error rates values.,"Monitoring, Script Runner"
Perform a script to add a link in bgp-lab and observe the temperature for router1.,"Monitoring, Script Runner"
Destroy a ping test on client1 and report the resulting interface error rates.,"Monitoring, Script Runner"
Run a a containerlab deploy to stress core1 and server1 and record their throughput values.,"Monitoring, Script Runner"
Run a a containerlab deploy to stress server1 and switch1 and record their CPU usage values.,"Monitoring, Script Runner"
Perform a script to configure BGP in clab-topo and observe the disk utilization for client1.,"Monitoring, Script Runner"
Perform a containerlab destroy in spineleaf and observe the jitter for switch1.,"Monitoring, Script Runner"
Execute a ping test and then collect the CPU usage metrics from router2.,"Monitoring, Script Runner"
Perform an iperf test in star-topo and observe the jitter for core1.,"Monitoring, Script Runner"
Execute a containerlab destroy and then collect the GPU utilization metrics from firewall1.,"Monitoring, Script Runner"
Run an update script on leaf1 and report the resulting temperature.,"Monitoring, Script Runner"
Execute an update script and then collect the temperature metrics from vm1.,"Monitoring, Script Runner"
Execute a containerlab deploy and then collect the interface error rates metrics from vm1.,"Monitoring, Script Runner"
Perform a containerlab deploy in lab2 and observe the interface error rates for router2.,"Monitoring, Script Runner"
Run a a traceroute to stress router1 and client1 and record their jitter values.,"Monitoring, Script Runner"
Execute a script to add a link and then collect the bandwidth metrics from spine1.,"Monitoring, Script Runner"
Perform a ping test in training-topology and observe the interface error rates for router1.,"Monitoring, Script Runner"
Start a script to configure BGP on router2 and monitor its GPU utilization.,"Monitoring, Script Runner"
Execute a containerlab destroy and then collect the interface error rates metrics from leaf1.,"Monitoring, Script Runner"
Perform a script to add a link in lab2 and observe the temperature for leaf1.,"Monitoring, Script Runner"
Run a a Bash script to create a VLAN to stress tor1 and switch1 and record their disk utilization values.,"Monitoring, Script Runner"
Execute a Bash script to create a VLAN and then collect the jitter metrics from client2.,"Monitoring, Script Runner"
Perform an update script in star-topo and observe the throughput for router2.,"Monitoring, Script Runner"
Perform a containerlab deploy in evpn-lab and observe the CPU usage for tor1.,"Monitoring, Script Runner"
"Reload a Docker build between server2 and vm2, then monitor the packet loss on server2.","Monitoring, Script Runner"
Start a ping test on core1 and monitor its disk utilization.,"Monitoring, Script Runner"
Reload an update script on router3 and report the resulting bandwidth.,"Monitoring, Script Runner"
Execute a traceroute and then collect the packet loss metrics from vm1.,"Monitoring, Script Runner"
Reload an iperf test on vm1 and report the resulting network latency.,"Monitoring, Script Runner"
Launch a Docker build on edge1 and report the resulting jitter.,"Monitoring, Script Runner"
Execute a Docker build and then collect the disk utilization metrics from switch1.,"Monitoring, Script Runner"
"Stop a containerlab destroy between vm2 and router2, then monitor the throughput on vm2.","Monitoring, Script Runner"
Start an update script on vm1 and monitor its connection status.,"Monitoring, Script Runner"
Perform an update script in lab1 and observe the CPU usage for router3.,"Monitoring, Script Runner"
Run a a Docker build to stress vm2 and tor2 and record their temperature values.,"Monitoring, Script Runner"
"Launch a Docker build between server1 and client1, then monitor the connection status on server1.","Monitoring, Script Runner"
Reload a Bash script to create a VLAN on switch2 and report the resulting temperature.,"Monitoring, Script Runner"
Start an update script on server1 and monitor its bandwidth.,"Monitoring, Script Runner"
Restart a Bash script to create a VLAN on server1 and report the resulting connection status.,"Monitoring, Script Runner"
Start a Bash script to create a VLAN on client2 and monitor its temperature.,"Monitoring, Script Runner"
Reload a ping test on edge1 and report the resulting jitter.,"Monitoring, Script Runner"
Execute an iperf test and then collect the memory consumption metrics from switch2.,"Monitoring, Script Runner"
Remove a containerlab destroy on spine1 and report the resulting interface error rates.,"Monitoring, Script Runner"
Launch a traceroute on edge1 and report the resulting packet loss.,"Monitoring, Script Runner"
Execute a script to add a link and then collect the memory consumption metrics from vm1.,"Monitoring, Script Runner"
Run a a Bash script to create a VLAN to stress spine1 and server2 and record their memory consumption values.,"Monitoring, Script Runner"
"Stop a containerlab deploy between tor2 and vm1, then monitor the jitter on tor2.","Monitoring, Script Runner"
Perform an iperf test in topo1 and observe the throughput for core1.,"Monitoring, Script Runner"
Execute a containerlab deploy and then collect the jitter metrics from client1.,"Monitoring, Script Runner"
Deploy an update script on switch1 and report the resulting GPU utilization.,"Monitoring, Script Runner"
"Restart a containerlab deploy between switch2 and edge1, then monitor the connection status on switch2.","Monitoring, Script Runner"
Perform a script to add a link in testlab and observe the temperature for server2.,"Monitoring, Script Runner"
Perform a Docker build in star-topo and observe the interface error rates for leaf1.,"Monitoring, Script Runner"
Perform a containerlab deploy in star-topo and observe the bandwidth for spine1.,"Monitoring, Script Runner"
Run a a containerlab destroy to stress leaf1 and router2 and record their network latency values.,"Monitoring, Script Runner"
Destroy a ping test on tor2 and report the resulting throughput.,"Monitoring, Script Runner"
Run a an update script to stress client1 and host1 and record their connection status values.,"Monitoring, Script Runner"
Run a a traceroute to stress switch2 and router1 and record their interface error rates values.,"Monitoring, Script Runner"
Perform a containerlab deploy in network-demo and observe the bandwidth for core1.,"Monitoring, Script Runner"
Run a a script to add a link to stress core1 and client2 and record their CPU usage values.,"Monitoring, Script Runner"
Launch an iperf test on host2 and report the resulting GPU utilization.,"Monitoring, Script Runner"
Execute a Bash script to create a VLAN and then collect the temperature metrics from vm2.,"Monitoring, Script Runner"
Start a Bash script to create a VLAN on host2 and monitor its network latency.,"Monitoring, Script Runner"
Execute a ping test and then collect the jitter metrics from firewall1.,"Monitoring, Script Runner"
Start a Docker build on client1 and monitor its throughput.,"Monitoring, Script Runner"
"Stop a Bash script to create a VLAN between firewall1 and spine1, then monitor the CPU usage on firewall1.","Monitoring, Script Runner"
"Run a ping test between switch1 and edge1, then monitor the packet loss on switch1.","Monitoring, Script Runner"
Execute a containerlab deploy and then collect the disk utilization metrics from core1.,"Monitoring, Script Runner"
Reload a ping test on router2 and report the resulting CPU usage.,"Monitoring, Script Runner"
Run a a containerlab deploy to stress router1 and server1 and record their CPU usage values.,"Monitoring, Script Runner"
Perform a script to configure BGP in clab-topo and observe the network latency for tor2.,"Monitoring, Script Runner"
"Deploy an iperf test between tor1 and host1, then monitor the GPU utilization on tor1.","Monitoring, Script Runner"
Perform a Docker build in cxl-lab and observe the packet loss for router2.,"Monitoring, Script Runner"
Run a a traceroute to stress tor1 and vm1 and record their throughput values.,"Monitoring, Script Runner"
Perform a script to configure BGP in testlab and observe the disk utilization for core1.,"Monitoring, Script Runner"
Start a ping test on firewall1 and monitor its disk utilization.,"Monitoring, Script Runner"
Run a script to add a link on client2 and report the resulting connection status.,"Monitoring, Script Runner"
Reload a Bash script to create a VLAN on server2 and report the resulting packet loss.,"Monitoring, Script Runner"
"Destroy a Bash script to create a VLAN between switch2 and client2, then monitor the disk utilization on switch2.","Monitoring, Script Runner"
Perform an iperf test in network-demo and observe the temperature for spine1.,"Monitoring, Script Runner"
Run a a Bash script to create a VLAN to stress host1 and spine1 and record their bandwidth values.,"Monitoring, Script Runner"
Run an iperf test on client2 and report the resulting memory consumption.,"Monitoring, Script Runner"
Run a an update script to stress router2 and tor2 and record their temperature values.,"Monitoring, Script Runner"
Run a a ping test to stress server2 and host1 and record their network latency values.,"Monitoring, Script Runner"
"Start a traceroute between switch2 and server2, then monitor the bandwidth on switch2.","Monitoring, Script Runner"
Deploy a containerlab destroy on core1 and report the resulting GPU utilization.,"Monitoring, Script Runner"
"Destroy a script to configure BGP between router2 and vm1, then monitor the jitter on router2.","Monitoring, Script Runner"
Perform a containerlab deploy in evpn-lab and observe the CPU usage for tor2.,"Monitoring, Script Runner"
"Start an iperf test between firewall1 and tor1, then monitor the memory consumption on firewall1.","Monitoring, Script Runner"
Start a Bash script to create a VLAN on router3 and monitor its connection status.,"Monitoring, Script Runner"
Execute a script to add a link and then collect the throughput metrics from firewall1.,"Monitoring, Script Runner"
Perform an iperf test in clab-topo and observe the jitter for firewall1.,"Monitoring, Script Runner"
Run a a Bash script to create a VLAN to stress client2 and switch1 and record their jitter values.,"Monitoring, Script Runner"
Run a an iperf test to stress client2 and server1 and record their temperature values.,"Monitoring, Script Runner"
Destroy a traceroute on leaf1 and report the resulting packet loss.,"Monitoring, Script Runner"
Start a script to add a link on client2 and monitor its jitter.,"Monitoring, Script Runner"
Restart a traceroute on vm2 and report the resulting bandwidth.,"Monitoring, Script Runner"
Perform a containerlab deploy in mgmt-lab and observe the throughput for tor2.,"Monitoring, Script Runner"
Run a a containerlab destroy to stress vm2 and tor2 and record their memory consumption values.,"Monitoring, Script Runner"
Run a an update script to stress host2 and server1 and record their temperature values.,"Monitoring, Script Runner"
Execute a ping test and then collect the disk utilization metrics from server2.,"Monitoring, Script Runner"
Execute an iperf test and then collect the memory consumption metrics from client2.,"Monitoring, Script Runner"
Execute a containerlab deploy and then collect the temperature metrics from router1.,"Monitoring, Script Runner"
Execute an iperf test and then collect the GPU utilization metrics from host1.,"Monitoring, Script Runner"
Execute a Docker build and then collect the GPU utilization metrics from tor2.,"Monitoring, Script Runner"
"Start a script to configure BGP between edge1 and vm2, then monitor the interface error rates on edge1.","Monitoring, Script Runner"
Perform a traceroute in mgmt-lab and observe the interface error rates for client1.,"Monitoring, Script Runner"
"Remove a script to add a link between server2 and router2, then monitor the temperature on server2.","Monitoring, Script Runner"
Run a an update script to stress edge1 and leaf1 and record their bandwidth values.,"Monitoring, Script Runner"
Start a ping test on edge1 and monitor its GPU utilization.,"Monitoring, Script Runner"
Start a Docker build on switch2 and monitor its GPU utilization.,"Monitoring, Script Runner"
Start an iperf test on edge1 and monitor its interface error rates.,"Monitoring, Script Runner"
"Launch an iperf test between client1 and server1, then monitor the bandwidth on client1.","Monitoring, Script Runner"
Start a script to configure BGP on server1 and monitor its throughput.,"Monitoring, Script Runner"
Start a Docker build on client2 and monitor its memory consumption.,"Monitoring, Script Runner"
Perform a Docker build in clab-topo and observe the temperature for host1.,"Monitoring, Script Runner"
Run a a traceroute to stress tor2 and server2 and record their memory consumption values.,"Monitoring, Script Runner"
Start a script to add a link on vm2 and monitor its jitter.,"Monitoring, Script Runner"
Start a ping test on host1 and monitor its network latency.,"Monitoring, Script Runner"
Execute a script to add a link and then collect the network latency metrics from spine1.,"Monitoring, Script Runner"
"Run a containerlab destroy between vm2 and client1, then monitor the bandwidth on vm2.","Monitoring, Script Runner"
Start a traceroute on tor2 and monitor its bandwidth.,"Monitoring, Script Runner"
"Reload a script to configure BGP between host2 and switch1, then monitor the network latency on host2.","Monitoring, Script Runner"
Execute a containerlab destroy and then collect the throughput metrics from tor1.,"Monitoring, Script Runner"
Execute a Bash script to create a VLAN and then collect the jitter metrics from client1.,"Monitoring, Script Runner"
Run a a script to configure BGP to stress tor2 and server1 and record their CPU usage values.,"Monitoring, Script Runner"
Start a ping test on spine1 and monitor its throughput.,"Monitoring, Script Runner"
Run a a Docker build to stress router2 and edge1 and record their jitter values.,"Monitoring, Script Runner"
Reload an update script on core1 and report the resulting packet loss.,"Monitoring, Script Runner"
Perform a ping test in cxl-lab and observe the bandwidth for host2.,"Monitoring, Script Runner"
Start a traceroute on core1 and monitor its jitter.,"Monitoring, Script Runner"
Start an iperf test on host2 and monitor its connection status.,"Monitoring, Script Runner"
"Remove a containerlab deploy between host2 and edge1, then monitor the throughput on host2.","Monitoring, Script Runner"
Execute a containerlab deploy and then collect the throughput metrics from router3.,"Monitoring, Script Runner"
Execute a Docker build and then collect the interface error rates metrics from host1.,"Monitoring, Script Runner"
"Execute an update script between leaf1 and host2, then monitor the jitter on leaf1.","Monitoring, Script Runner"
Start a ping test on switch2 and report the resulting jitter.,"Monitoring, Script Runner"
Start a Docker build on router3 and monitor its throughput.,"Monitoring, Script Runner"
Execute a script to configure BGP and then collect the temperature metrics from leaf1.,"Monitoring, Script Runner"
Execute a script to add a link and then collect the GPU utilization metrics from server2.,"Monitoring, Script Runner"
Execute a script to add a link and then collect the connection status metrics from host2.,"Monitoring, Script Runner"
Run a a containerlab destroy to stress firewall1 and client2 and record their packet loss values.,"Monitoring, Script Runner"
Start a ping test on router2 and monitor its connection status.,"Monitoring, Script Runner"
Start a traceroute on host2 and monitor its network latency.,"Monitoring, Script Runner"
Execute a Bash script to create a VLAN and then collect the network latency metrics from tor2.,"Monitoring, Script Runner"
Run a a containerlab deploy to stress server2 and core1 and record their memory consumption values.,"Monitoring, Script Runner"
Deploy a containerlab deploy on leaf1 and report the resulting CPU usage.,"Monitoring, Script Runner"
"Remove a Docker build between spine1 and tor2, then monitor the interface error rates on spine1.","Monitoring, Script Runner"
Execute an update script and then collect the connection status metrics from host2.,"Monitoring, Script Runner"
"Execute a traceroute between host2 and server2, then monitor the jitter on host2.","Monitoring, Script Runner"
Execute a script to configure BGP and then collect the memory consumption metrics from host1.,"Monitoring, Script Runner"
"Reload a ping test between switch1 and leaf1, then monitor the memory consumption on switch1.","Monitoring, Script Runner"
Perform a ping test in network-demo and observe the throughput for tor2.,"Monitoring, Script Runner"
Start a ping test on edge1 and monitor its CPU usage.,"Monitoring, Script Runner"
Start a ping test on firewall1 and monitor its network latency.,"Monitoring, Script Runner"
Perform a Docker build in lab2 and observe the bandwidth for firewall1.,"Monitoring, Script Runner"
Run a a containerlab destroy to stress router3 and edge1 and record their bandwidth values.,"Monitoring, Script Runner"
Execute a Docker build and then collect the network latency metrics from router2.,"Monitoring, Script Runner"
Restart a script to add a link on client2 and report the resulting disk utilization.,"Monitoring, Script Runner"
Start an update script on edge1 and monitor its jitter.,"Monitoring, Script Runner"
Execute a containerlab destroy and then collect the disk utilization metrics from switch2.,"Monitoring, Script Runner"
Run a a script to add a link to stress tor1 and host1 and record their packet loss values.,"Monitoring, Script Runner"
Start an update script on firewall1 and monitor its throughput.,"Monitoring, Script Runner"
Perform an update script in leafspine and observe the temperature for tor1.,"Monitoring, Script Runner"
"Stop an iperf test between vm1 and router2, then monitor the jitter on vm1.","Monitoring, Script Runner"
Remove a ping test on leaf1 and report the resulting GPU utilization.,"Monitoring, Script Runner"
Stop a script to configure BGP on server1 and report the resulting connection status.,"Monitoring, Script Runner"
Run a a script to add a link to stress vm2 and leaf1 and record their CPU usage values.,"Monitoring, Script Runner"
Run a a script to add a link to stress tor2 and client2 and record their network latency values.,"Monitoring, Script Runner"
Perform a script to add a link in ring-topology and observe the network latency for leaf1.,"Monitoring, Script Runner"
Run a an iperf test to stress core1 and server2 and record their packet loss values.,"Monitoring, Script Runner"
Execute a Bash script to create a VLAN and then collect the memory consumption metrics from spine1.,"Monitoring, Script Runner"
Stop a script to add a link on core1 and report the resulting temperature.,"Monitoring, Script Runner"
"Launch a containerlab deploy between server2 and host2, then monitor the connection status on server2.","Monitoring, Script Runner"
Execute a containerlab destroy and then collect the connection status metrics from host1.,"Monitoring, Script Runner"
Start a script to add a link on server1 and monitor its disk utilization.,"Monitoring, Script Runner"
"Remove a containerlab deploy between server2 and server1, then monitor the throughput on server2.","Monitoring, Script Runner"
Run a an update script to stress leaf1 and switch1 and record their packet loss values.,"Monitoring, Script Runner"
Perform an iperf test in mgmt-lab and observe the GPU utilization for leaf1.,"Monitoring, Script Runner"
Execute a containerlab deploy and then collect the CPU usage metrics from leaf1.,"Monitoring, Script Runner"
Perform a Bash script to create a VLAN in cluster1 and observe the throughput for spine1.,"Monitoring, Script Runner"
Launch a script to add a link on tor2 and report the resulting memory consumption.,"Monitoring, Script Runner"
Execute a containerlab destroy and then collect the packet loss metrics from switch1.,"Monitoring, Script Runner"
Execute a ping test and then collect the memory consumption metrics from server1.,"Monitoring, Script Runner"
Perform a traceroute in leafspine and observe the network latency for core1.,"Monitoring, Script Runner"
